,id,response,knowledge,Q2_no_nli,Q2
4112,4112, The speaker's husband had been suffering from a heart problem for a long time., Hilda's husband was seriously injured in the accident.,0.0,0.0
4113,4113, Mrs. helen would tell mrs. hilda about her husband's condition.," Helen suggests that after the operation, they should go to see henry in the hospital.",0.0,0.0
4114,4114, Mrs. helen would tell mrs. hilda about her husband's condition.," Helen suggests that after the operation, they should go to see henry in the hospital.",0.0,0.0
4115,4115, The listener asked the speaker about her husband's condition., Hilda's husband is being operated upon as he is seriously injured in the accident.,0.0,0.0
4116,4116, Mrs. helen would ask mrs. hilda about her husband's condition., Ellen requests helen to provide her with hilda's phone number.,0.0,0.3333333333333333
4117,4117, Mrs. helen would ask mrs. hilda about her husband's condition., Ellen requests helen to provide her with hilda's phone number.,0.0,0.3333333333333333
4118,4118, The speaker is hopeful that henry will be all right., The speaker is expecting hilda can overcome the situation.,0.0,0.0
4119,4119, Helen is hopeful that henry will be all right soon., Both ellen and helen meet up with hilda harris in the hospital and try to calm and console her.,0.0,0.0
4120,4120, Helen is hopeful that henry will be all right soon., Both ellen and helen meet up with hilda harris in the hospital and try to calm and console her.,0.0,0.0
4121,4121, The listener is hopeful that henry will be all right soon., The listener worried about halida's husband accident.,0.0,0.0
4122,4122, The speaker went to the shop to buy a pendant for his friend., The shop had a wide variety collection of pendants.,0.3333333333333333,0.3333333333333333
4123,4123, The speaker shows the receipt of the pendant to the listener., The speaker explains his concern about his broken pedant to the shopkeeper.,0.0,0.0
4124,4124, The speaker shows the pendant to the listener., The speaker explains his concern about his broken pedant to the shopkeeper.,0.0,0.0
4125,4125, The speaker has purchased the pendant from the shop., The listener purchased the pedant from the speaker shop.,0.0,0.5
4126,4126, The speaker went to the shop and bought the pendant., The shopkeeper listens to the speaker's complaint patiently and offers to replace the speaker's pendant.,0.0,0.0
4127,4127, The speaker shows the pendant to the listener., The shopkeeper listens to the speaker's complaint patiently and offers to replace the speaker's pendant.,0.0,0.0
4128,4128, The speaker is worried about the pendant., The speaker is anxious about did he get the replacement of the product.,0.0,0.0
4129,4129, The listener asked the speaker if he had the receipt of the pendant., The speaker's shop will open at 10.00 am,0.0,0.0
4130,4130, The shopkeeper will provide the receipt of the pendant to the customer., The speaker leaves for his home to bring the receipt of the newly purchased pendant.,0.0,0.0
4131,4131, The shopkeeper will provide the receipt of the pendant to the customer., The speaker leaves for his home to bring the receipt of the newly purchased pendant.,0.0,0.0
4132,4132, The speaker has purchased the pendant from the shop., The listner clarify the speakers quires regarding the replacement of pendant.,0.0,0.0
4133,4133, The speaker went to the shop and bought the pendant., The speaker gets a new pendant in place of his damaged one.,0.2222222222222222,0.3333333333333333
4134,4134, The speaker went to the shop and bought the pendant., The speaker gets a new pendant in place of his damaged one.,0.2222222222222222,0.3333333333333333
4135,4135, The listener is happy to help the speaker., The listener is happy to clear the concern of his customer.,0.0,0.0
4136,4136, The speaker is curious to know about the laundry., The speaker is worried about whether the dress to be given to the laundry is ready.,0.0,0.0
4137,4137, The speaker has to attend a business meeting in japan., The speaker has already fixed the business meeting in japan.,0.3333333333333333,0.3333333333333333
4138,4138, The speaker will reach his destination on time., The speaker gets angry over the laundry staff for being unable to provide the speaker's laundry on time.,0.0,0.0
4139,4139, The speaker will board his flight to japan., The speaker gets angry over the laundry staff for being unable to provide the speaker's laundry on time.,0.0,0.0
4140,4140, The speaker is leaving for japan at eleven this morning., The speaker forgot to tell the listener that he needed dress back with in tomorrow morning.,0.0,0.0
4141,4141, The speaker asks the listener to hurry as he is leaving for japan on time., The speaker shares his address with the laundry staff for sending the clothes.,0.0,0.0
4142,4142, The speaker asks the listener to wait for the laundry to be done., The speaker shares his address with the laundry staff for sending the clothes.,0.0,0.0
4143,4143, The speaker is leaving for japan at eleven in the morning., The speaker is unable to finish work in 11.00,0.0,0.0
4144,4144, The speaker asked the listener to hurry as he was leaving for japan., The speaker suggests the laundry staff send the clothes to his room itself.,0.0,0.0
4145,4145, The speaker asks the listener to wait for the laundry to be done., The speaker suggests the laundry staff send the clothes to his room itself.,0.0,0.0
4146,4146, The listener asked the speaker if he could send the laundry to japan., The speaker accepts the suggestion of the listener.,0.0,0.0
4147,4147, The speaker asks the listener to send the package by eleven o' clock., The laundry staff apologizes to the speaker for the inconvenience caused and will deliver his laundry in the speaker's room itself.,0.0,0.0
4148,4148, The speaker asks the listener to send the package by eleven o' clock., The laundry staff apologizes to the speaker for the inconvenience caused and will deliver his laundry in the speaker's room itself.,0.0,0.0
4149,4149, The listener is happy to help the speaker., The listener is felt happy to know they will send the laundry to his japan address.,0.0,0.0
4150,4150, Lin tao wants to meet mr. charles., The speaker need to talk business matter with charlee,0.0,0.0
4151,4151, Lin tao introduces himself to mr. charles., The speaker follows the listener to meet mr. charles after completing all the relevant formalities for the meeting.,0.0,0.0
4152,4152, The receptionist at mr. charles's office will brief the speaker about the current status of the manager., The speaker follows the listener to meet mr. charles after completing all the relevant formalities for the meeting.,0.0,0.0
4153,4153, Lin tao wants to meet mr. charles., The speaker is interested in meeting with charlie.,0.0,0.0
4154,4154, Lin tao is eager to meet mr. charles., The speaker tensed about the appointment with the charle.,0.0,0.0
4155,4155, Lin tao is the director of ganzhou computer corporation., The speaker must share visitor details to the manager before making an appointment.,0.0,0.0
4156,4156, Lin tao introduces himself to mr. charles., The speaker shares with the listener the information regarding his identity details and the purpose of the meeting.,0.0,0.0
4157,4157, Mr. charles will brief the listener about his business profile., The speaker shares with the listener the information regarding his identity details and the purpose of the meeting.,0.06666666666666667,0.06666666666666667
4158,4158, Lin tao's name has been given by the manager., The listener telephoned charlee to inform the speaker detail to him.,0.0,0.0
4159,4159, Mr. charles told the speaker that he would take only a few minutes to introduce himself., The listener guides the speaker towards mr. charles's cabin.,0.0,0.0
4160,4160, Mr. charles told the speaker that he would take only a few minutes to introduce himself., The listener guides the speaker towards mr. charles's cabin.,0.0,0.0
4161,4161, Lin tao is the director of ganzhou computer corporation., Charlee approved the request of the listeners for the meeting.,0.0,0.0
4162,4162, Mr. lin told mr. charles that he would take only a few minutes to introduce himself., Mr. charles and the speaker will discuss the future business plans for expanding the business.,0.0,0.0
4163,4163, Mr. lin told mr. charles that he would take only a few minutes to introduce himself., Mr. charles and the speaker will discuss the future business plans for expanding the business.,0.0,0.0
4164,4164, The listener is happy to meet mr. charles., The listener is extremely happy to met charlee.,0.0,0.0
4165,4165, The speaker is eager to talk to the listener., The speaker is eager to know who was telephoned.,0.0,0.0
4166,4166, The speaker has received a call from the listener., The speaker had already phoned the listener but he was not attending the call.,0.3333333333333333,0.3333333333333333
4167,4167, The speaker asked the listener about the reason for returning the call., The listener shares her concern about the speaker's son.,0.0,0.0
4168,4168, The speaker asks the listener about the reason for returning the call., The listener shares her concern about the speaker's son.,0.0,0.0
4169,4169, The speaker is happy to get back to the listener., The speaker feels grateful to the listener for the call back.,0.5666666666666667,0.5666666666666667
4170,4170, The speaker has a son., The speaker's son makes some trouble in school.,1.0,1.0
4171,4171, The speaker asked the listener about the reason for calling him., The listener informs about all her concerns regarding the behavior of the speaker's son.,0.0,0.0
4172,4172, The speaker would ask the listener about his son., The listener informs about all her concerns regarding the behavior of the speaker's son.,0.6222222222222222,0.6222222222222222
4173,4173, The speaker asked the listener about the behavior of his son.," The teacher cannot handle the listener's son, he is very talkative.",0.0,0.25
4174,4174, The speaker asked the listener about the behavior of his son., The listener complains about the speaker's son's mischievous activities to the school principal.,0.0,0.25
4175,4175, The speaker would ask the listener about his son's behavior., The listener complains about the speaker's son's mischievous activities to the school principal.,0.0,0.3333333333333333
4176,4176, The speaker's son has been acting up in class., The school principal is fed up with the listener's son naughtiness.,0.25,0.0
4177,4177, The speaker told the listener that his son was acting up in class., The speaker promises that he will take care of his son's complaints.,0.0,0.0
4178,4178, The speaker told the listener that his son was acting up in class., The speaker promises that he will take care of his son's complaints.,0.0,0.0
4179,4179, The listener asked the speaker if he could talk to the son., The speaker knew that his son had very talkative nature.,0.0,0.0
4180,4180, The speaker asked the listener if he could talk to the son., The speaker will talk to his son regarding the complaints received from the son's school.,0.0,0.0
4181,4181, The speaker asked the listener if he could talk to the son., The speaker will talk to his son regarding the complaints received from the son's school.,0.0,0.0
4182,4182, The listener is happy to talk to the speaker., The listener feels happy to talk with the speaker and inform the issue.,1.0,1.0
4183,4183, The speaker is grateful to the listener for his help., The speaker frustrated with his son's complaint.,0.0,0.0
4184,4184, The speaker wants to help the listener., The speaker is eager to know the complaint of the customer product,0.0,0.0
4185,4185, The listener asked the speaker how he could help him., The speaker had already done service on his computer but the same issue again repeat.,0.0,0.0
4186,4186, The speaker informed the listener that the computer he bought last week was faulty., The listener apologizes to the speaker for the inconvenience caused because of the faulty computer.,0.0,0.0
4187,4187, The speaker informed the listener that the computer he bought last week was faulty., The listener apologizes to the speaker for the inconvenience caused because of the faulty computer.,0.0,0.0
4188,4188, The speaker is disappointed with the service of the eYE computer., The speaker felt disappointed with the product.,0.3333333333333333,0.3333333333333333
4189,4189, The speaker is apologetic for the inconvenience caused to the listener., The speaker felt guilty about poor service given to customers.,0.5,0.5
4190,4190, The listener asked the speaker about the problem., The product quality is is very low.,0.0,0.0
4191,4191, The listener tries to fix the computer with the help of the speaker., The listener promises to fix the speaker's complaints as soon as possible without any payment.,0.0,0.0
4192,4192, The listener will ask the speaker about the fault in the computer., The listener promises to fix the speaker's complaints as soon as possible without any payment.,0.0,0.0
4193,4193, The listener asked the speaker about the problem., The speaker need to maintain the reputation of the company.,0.0,0.0
4194,4194, Mr. seweden jesus told mrs. sevin jes about the problem., The listener offers free service to the speaker to address the concern regarding the speaker's computer.,0.0,0.0
4195,4195, Mr. seweden jesus told mrs. sevin jes about the problem., The listener offers free service to the speaker to address the concern regarding the speaker's computer.,0.0,0.0
4196,4196, The speaker is eager to help the listener., The speaker wants to maintain the reputation of his company.,0.0,0.0
4197,4197, The listener is happy to help the speaker., The listener is disgusted with the service of the company.,0.0,0.0
4198,4198, Jane is curious to know about her hobbies., The speaker is eager to know the hobby of the listener.,0.0,0.0
4199,4199, Jane asked jane about her hobbies., The speaker family support her hobby of collection of antiques,0.0,0.0
4200,4200, Jane informed the listener that antiques are very expensive., The speaker has received appreciation from her teachers and friends for her collection of antiques.,0.0,0.0
4201,4201, Jane informed the listener that antiques are very expensive., The speaker has received appreciation from her teachers and friends for her collection of antiques.,0.0,0.0
4202,4202, Jane asked jane about her collection of antiques., The speaker collect all antiques from different places in the country.,0.5,0.5
4203,4203, Jane shows her collection of antiques to the listener., The speaker has some valuable antiques in her collection and will show the same to jane.,0.0,0.0
4204,4204, Jane shows her collection of antiques to the listener., The speaker has some valuable antiques in her collection and will show the same to jane.,0.0,0.0
4205,4205, Jane has a collection of antique china., The set of ancient china are very rare piece of antiqutes its have high demand in market.,0.25,0.25
4206,4206, Jane shows her collection of antique china to the listener., Jane will feel stunned to see the antique collection from ancient china.,0.0,0.0
4207,4207, Jane shows her collection of antique china to the listener., Jane will feel stunned to see the antique collection from ancient china.,0.0,0.0
4208,4208, The listener is impressed by jane's collection of antique china., The listener impressed on the antiques collection of the speaker.,0.0,0.0
4209,4209, Mr. clark has arrived late for his lunch., Lily met clark in the canteen at that time clark is having his lunch.,0.0,0.0
4210,4210, Lily asks mr. clark about the time of the lunch.," Mr. clark complains that whenever he comes late for lunch, the food usually gets over by then in the canteen.",0.0,0.0
4211,4211, Lily asks mr. clark about the time of the lunch.," Mr. clark complains that whenever he comes late for lunch, the food usually gets over by then in the canteen.",0.0,0.0
4212,4212, Mr. clark was late for his lunch., The food in the canteen is not enough to meet the requirements.,0.0,0.0
4213,4213, Mr. clark told lily that he would be late for lunch., Mr. clark orders special leg lamb curry for his lunch from the canteen.,0.0,0.0
4214,4214, Mr. clark told lily that he would be late for lunch., Mr. clark orders special leg lamb curry for his lunch from the canteen.,0.0,0.0
4215,4215, Lily asks mr. clark about his favorite dish., Mr. clark will order lettuce salad for himself.,0.25,0.25
4216,4216, Lily asks mr. clark about his favorite dish., Mr. clark will order lettuce salad for himself.,0.25,0.25
4217,4217, The listener is happy to serve mr. clark., The speaker is happy with the service of the listener.,0.5,0.5
4218,4218, The speaker wants to talk to mary., Tom is eager to speak with marry.,0.0,0.0
4219,4219, Tom and mary are friends., The speaker has known mary since college time.,0.0,0.0
4220,4220, The speaker called mary and asked her to speak to him., Tom wants to know that whether mary is free from work for tomorrow evening.,0.0,0.0
4221,4221, Mary will ask tom about the name of the caller., Tom wants to know that whether mary is free from work for tomorrow evening.,0.0,0.0
4222,4222, Tom is curious to know about mary's schedule., The speaker is anxious about the listener will have free time in the evening.,0.0,0.0
4223,4223, Tom asked mary if she was busying tomorrow evening., The speaker has ample free time after office.,0.0,0.0
4224,4224, Tom asks mary about her schedule for the evening., Both tom and mary decide to watch a movie and have dinner together.,0.5,0.5
4225,4225, Mary asks tom if he will be available for the busying tomorrow evening., Both tom and mary decide to watch a movie and have dinner together.,0.0,0.0
4226,4226, The speaker and mary are planning to go out for dinner., Tthe speaker also has plans to go out for dinner.,0.3333333333333333,0.3333333333333333
4227,4227, The speaker and the listener plan to go out for dinner., Tom will pick up mary from her home.,0.0,0.0
4228,4228, The speaker and the listener plan to go out for dinner., Tom will pick up mary from her home.,0.0,0.0
4229,4229, Tom and mary have been dating for a long time.," After the office work,marry reach home at 6 pm.",0.0,0.0
4230,4230, Tom picked mary up at 6 o' clock., Tom thanks mary for spending a good time with him and drops her back home.,0.5,0.5
4231,4231, Tom picked mary up at 6 o' clock., Tom thanks mary for spending a good time with him and drops her back home.,0.5,0.5
4232,4232, Tom has invited mary to join him for the moves., The listener invites the speaker for the evening party.,0.0,0.0
4233,4233, Tom picked mary up at 6 o' clock., Mary promises to meet with tom again very soon.,0.0,0.0
4234,4234, Tom picked mary up at 6 o' clock., Mary promises to meet with tom again very soon.,0.0,0.0
4235,4235, The listener is happy to meet mary., The listener excited to enjoy the pary with mary.,0.5,0.5
4236,4236, The speaker called the olympic hotel., The listener tried to connect mr.baker to his number but was not reachable.,0.0,0.0
4237,4237, The speaker called marked baker and asked him to return the call as soon as possible., The hotel staff shares with mr. cook that mr. baker is not currently available at the hotel.,0.0,0.0
4238,4238, The speaker asks the listener about the name of the caller., The hotel staff shares with mr. cook that mr. baker is not currently available at the hotel.,0.0,0.0
4239,4239, The speaker is apologetic to mr. baker., The speaker feels sad to inform the mr baker not available.,0.0,0.0
4240,4240, The listener asked the speaker to take his message from mr. baker., The speaker need to discuss some important matter with mr. cook,0.125,0.0
4241,4241, The speaker told the listener that mr. baker would return the call as soon as possible., The hotel staff requests mr. baker to call mr. cook when mr. baker returns to the hotel.,0.125,0.0
4242,4242, The speaker told the listener that mr. baker would return the call as soon as he returned., The hotel staff requests mr. baker to call mr. cook when mr. baker returns to the hotel.,0.125,0.25
4243,4243, Mr. baker called the speaker and asked him to return the call as soon as possible., The speaker gives the promise he transfer the listener message to mr backer.,0.0,0.0
4244,4244, Mr. baker called the speaker and asked him to return the call as soon as possible., The hotel staff arranges a call back for mr. baker from mr. cook's side.,0.0,0.0
4245,4245, Mr. baker called the speaker and asked him to return the call as soon as possible., The hotel staff arranges a call back for mr. baker from mr. cook's side.,0.0,0.0
4246,4246, The listener is happy to know that mr. baker will be back as soon as possible., The listener is happy with the response of speaker.,0.0,0.0
4247,4247, The speaker and the listener are discussing their married life.," Before marriage, the speaker had to face a lot of struggle.",0.0,0.0
4248,4248, The listener asks the speaker about his married life., Steven is leading a good family life after marriage.,0.0,0.0
4249,4249, The speaker and the listener started discussing their married life., Steven is leading a good family life after marriage.,0.0,0.0
4250,4250, Steven and his wife have been married for a long time., The speaker is pointing his view of about the marriage.,0.0,0.0
4251,4251, The speaker and the listener will get married.," Steven insists on saying that after marriage, things differ for a person.",0.0,0.0
4252,4252, The speaker and the listener will get married.," Steven insists on saying that after marriage, things differ for a person.",0.0,0.0
4253,4253, The speaker and the listener are discussing their marriage., The speaker congratulated steven for the marriage.,0.047619047619047596,0.047619047619047596
4254,4254, The speaker and the listener will discuss their marital status., The speaker agrees with steven's viewpoint regarding the changes that happen in one's life.,0.0,0.0
4255,4255, The speaker and the listener will discuss their marital status., The speaker agrees with steven's viewpoint regarding the changes that happen in one's life.,0.0,0.0
4256,4256, The listener is happy to know that the speaker is happy with his marriage., The listener will feel happy about steven's marriage.,0.3333333333333333,0.3333333333333333
4257,4257, The speaker is impressed by the necklace., Vicki is impressed with the beauty of the necklace.,0.0,0.0
4258,4258, David has bought a necklace for his friend., David is looking for a buyer for the necklace he has.,0.0,0.0
4259,4259, David asks the speaker about the price of the necklace., Vicki offers to sell the necklace to david for seven hundred dollars.,0.0,0.0
4260,4260, David shows the necklace to vicki., Vicki offers to sell the necklace to david for seven hundred dollars.,0.0,0.0
4261,4261, The listener asked the speaker about the price of the necklace., David is selling the necklace for eleven hundred dollars.,0.0,0.0
4262,4262, David buys the necklace for eight hundred and fifty dollars., Vicki will again offer eight hundred dollars to sell the necklace.,0.0,0.0
4263,4263, David gave the necklace to vicki., Vicki will again offer eight hundred dollars to sell the necklace.,0.0,0.0
4264,4264, The listener asked the speaker about the price of the necklace., David has rejected vicki's proposal to sell the necklace for seven hundred dollars to him.,0.0,0.0
4265,4265, David buys the necklace for eight hundred and fifty., Vicki insists on saying that she can't reduce the price of the necklace further as she has domestic responsibilities and a family to take care of.,0.0,0.0
4266,4266, David buys the necklace for eight hundred dollars., Vicki insists on saying that she can't reduce the price of the necklace further as she has domestic responsibilities and a family to take care of.,0.0,0.0
4267,4267, The listener asked the speaker about the price of the necklace., David demanded one thousand dollars from vicki as the price of the necklace.,0.0,0.0
4268,4268, David buys the necklace for eight hundred and fifty., Vicki finalizes the deal by selling the necklace to david for eight hundred and fifty dollars.,0.6296296296296297,0.6666666666666666
4269,4269, The listener buys the necklace for the speaker., Vicki finalizes the deal by selling the necklace to david for eight hundred and fifty dollars.,0.0,0.0
4270,4270, The listener asked the speaker about the price of the necklace., Vicki is bargaining for the necklace's price to be eight hundred and fifty dollars with david.,0.0,0.0
4271,4271, David buys the necklace for eight hundred and fifty., Vicki shares with david that she had purchased the necklace from a local market in a very meager amount.,0.0,0.0
4272,4272, David buys the necklace for eight hundred and fifty., Vicki shares with david that she had purchased the necklace from a local market in a very meager amount.,0.0,0.0
4273,4273, The listener is happy to help the speaker., Vicki will feel annoyed knowing that david has cleverly sold her such a cheap necklace at such a costly price.,0.0,0.0
4274,4274, David is happy with the price of the necklace., David will feel happy about selling a cheap necklace with a very good profit margin.,0.6666666666666666,0.6666666666666666
4275,4275, The speaker wants to help the listener., The reservation officer wants to help lily smith with her booking to tampa.,0.0,0.0
4276,4276, The speaker has to attend a business meeting in hong kong., Lily smith has her parents living in houston.,0.0,0.0
4277,4277, The speaker will book a flight ticket from hong kong to tampa.," The booking officer confirms lily smith's name, telephone number, and gets a reserved ticket for her.",0.0,0.0
4278,4278, The speaker will book a flight ticket from hong kong to tampa.," The booking officer confirms lily smith's name, telephone number, and gets a reserved ticket for her.",0.0,0.0
4279,4279, The speaker is interested in booking a flight to tampa., Lily smith is keen on visiting tampa city.,0.2222222222222222,0.3333333333333333
4280,4280, The speaker has to attend a business meeting in hong kong., The booking officer inquired lily smith about the date when she will be leaving hong kong for tampa.,0.0,0.0
4281,4281, The speaker will book a flight ticket to tampa., Lily smith will provide her contact details to the booking officer for booking her tickets to tampa.,0.0,0.0
4282,4282, The speaker will book a flight ticket to tampa., Lily smith will provide her contact details to the booking officer for booking her tickets to tampa.,0.0,0.0
4283,4283, The speaker is curious to know the name of the listener., The booking officer wants to know the complete name of the passenger.,0.0,0.0
4284,4284, Lily smith asked the speaker about his contact number., Lily smith will leave hong kong on september 1st and will leave houston for tampa on september 12th.,0.0,0.0
4285,4285, The speaker gives his contact number to the listener., The booking officer books lily smith's reservation to tampa with a stopover in houston.,0.0,0.0
4286,4286, The speaker gives his contact number to the listener., The booking officer books lily smith's reservation to tampa with a stopover in houston.,0.0,0.0
4287,4287, The listener is happy to help the speaker., The listener will feel happy about making money while selling the tickets to the passenger.,0.0,0.0
4288,4288, The website has all the relevant information about the test., The speaker participated in the health test conducted in his society.,0.0,0.0
4289,4289, The listener will get his results published on the website., The speaker logs in to the website to see the results of his health check.,0.0,0.0
4290,4290, The listener will get his test results uploaded on the website., The speaker logs in to the website to see the results of his health check.,0.0634920634920635,0.0634920634920635
4291,4291, The listener inquired if the speaker was saying that all his test results were normal., The test results are available on the website. the person needs to log in using his credentials to view the same.,0.0,0.0
4292,4292, The speaker informed the listener that all his tests were normal., The speaker will inquire how to know what the results mean on the website.,0.0,0.0
4293,4293, The speaker would ask the listener about his appointment with the doctor., The speaker will inquire how to know what the results mean on the website.,0.0,0.0
4294,4294, The speaker is curious to know about the website., The speaker is curious to know about his health test report.,0.0,0.0
4295,4295, The listener inquired about the purpose of the website., The staff at the pathology center contacts the patient by phone to come in if there is a need for follow-up.,0.0,0.0
4296,4296, The listener will get his test results published on the website., The website allows the patient to compare his health data for the past five years.,0.0,0.0
4297,4297, The listener will get his test results published on the website., The website allows the patient to compare his health data for the past five years.,0.0,0.0
4298,4298, The website has all the relevant information about the tests., The health results are displayed on the website first for easy and quick access by the patients.,0.0,0.0
4299,4299, The listener will get his results published on the website., The patient will feel happy as he would be able to access his health data for the past five years.,0.0,0.0
4300,4300, The listener will get his results published on the website., The patient will feel happy as he would be able to access his health data for the past five years.,0.0,0.0
4301,4301, The speaker is curious to know if he can see all the results at once., The patient wants to maintain the history of his health data.,0.0,0.0
4302,4302, The listener asked the speaker if he could see all his test results at once., The website gives the test results and tells the patient what the normal range is.,0.0,0.0
4303,4303, The listener will get his results from the website., The patient will log in to the website to check his health test results.,0.0,0.0
4304,4304, The listener will get his results from the website., The patient will log in to the website to check his health test results.,0.0,0.0
4305,4305, The listener is excited to see the results of his test., The listener will feel relieved that he can check his health test results for the past 5 years.,0.75,1.0
4306,4306, The speaker is thirsty., The speaker's partner returned home after a long day at work.,0.0,0.0
4307,4307, The listener asks the speaker if he wants to have a drink., The speaker will offer the listener some snacks to eat.,0.0,0.0
4308,4308, The listener asks the speaker if he wants to have a drink., The speaker will offer the listener some snacks to eat.,0.0,0.0
4309,4309, The speaker wants to have a drink., The speaker's partner does not want to drink anything.,0.0,0.0
4310,4310, The listener asked the speaker if he had picked up the suits from the cleaners., The speaker inquired her partner whether he is going to the pub tonight.,0.0,0.0
4311,4311, The speaker and the listener will go to the pub together., Both the speaker and the listener will go to the pub tonight.,1.0,1.0
4312,4312, The speaker and the listener will go to the pub together., Both the speaker and the listener will go to the pub tonight.,1.0,1.0
4313,4313, The speaker is excited to go to the pub., The speaker's partner wants to ensure her that he will be back home on time.,0.0,0.0
4314,4314, The listener is excited to go to the pub with the speaker., The listener will feel relieved that her partner won't be late in returning home.,0.0,0.0
4315,4315, The speaker is looking for mr. over there., The speaker is trying to connect with mr. over on the phone.,1.0,1.0
4316,4316, The speaker asks the listener to give her the correct number., The listener tells the speaker that she has dialed the wrong number.,0.0,0.0
4317,4317, The speaker asks the listener if he needs anything., The listener tells the speaker that she has dialed the wrong number.,0.0,0.0
4318,4318, The listener asked the speaker about mr. over there., The caller is trying to get connected to mr. over over a phone call.,0.0,0.0
4319,4319, The speaker asks the listener about the correct number., The caller shares the number with which she wanted to connect.,0.0,0.0
4320,4320, The speaker asked the listener about the number of mr. over there., The caller shares the number with which she wanted to connect.,0.0,0.0
4321,4321, The speaker is curious to know the correct number., The caller wants to confirm whether she is dialing the correct number or not.,0.0,0.5
4322,4322, The speaker has given the wrong number to the listener., The caller dialed a wrong number thinking the same to be of mr. over's number.,0.0,0.0
4323,4323, The speaker gave the wrong number to the listener., The caller will recheck mr. over's number and will re-dial the number.,0.0,0.0
4324,4324, The speaker gave the wrong number to the listener., The caller will recheck mr. over's number and will re-dial the number.,0.0,0.0
4325,4325, The speaker is apologetic to the listener., The caller will feel embarrassed about bothering the listener by mistakenly dialing the wrong number.,0.0,0.0
4326,4326, The listener is happy to help the speaker., The listener will feel confident about getting connected to mr. over soon over a call.,0.0,0.0
4327,4327, John wants to help the listener in his interview., John wants to help the caller with the query.,0.0,0.0
4328,4328, The speaker is giving an interview to john., The caller called up to get connected to john over a phone call.,0.0,0.0
4329,4329, John told the listener that the volume of the speaker's phone was too loud., John will ask the caller about the exact issues he is facing with the interview.,0.0,0.0
4330,4330, John informed the listener that he had been selected for the interview., John will ask the caller about the exact issues he is facing with the interview.,0.0,0.0
4331,4331, The volume of the speaker's phone is too loud., John has reduced the volume that was already too loud.,0.0,0.0
4332,4332, The listener turns down the volume of the speaker's phone., John and the interviewer would be able to communicate better.,0.0,0.0
4333,4333, The listener turns down the volume of the speaker's phone., John and the interviewer would be able to communicate better.,0.0,0.0
4334,4334, The listener is happy to help john., The listener will feel happy because now he can hear the interviewer properly.,0.0,0.0
4335,4335, The speaker wants to help the listener., The speaker wants to help the person in getting a room for rent.,0.0,0.0
4336,4336, The speaker is looking for a room for rent., The speaker asked the person how can he help him.,0.0,0.0
4337,4337, The speaker asks the listener about the price of the rooms., The speaker shows the guest the rooms available for renting purposes.,0.0,0.0
4338,4338, The hotel staff will check the room's condition., The speaker shows the guest the rooms available for renting purposes.,0.0,0.0
4339,4339, The speaker is looking for a room for rent., The person has shown interest in seeing the rooms available for renting purposes.,0.0,0.6666666666666666
4340,4340, The speaker shows the room to the listener.," The guests find the rooms to be bright, airy, and fully well-ventilated.",0.0,0.0
4341,4341, The speaker shows the room to the listener.," The guests find the rooms to be bright, airy, and fully well-ventilated.",0.0,0.0
4342,4342, The speaker and the listener are looking for a quiet place to stay., The rooms showed to the person are currently unoccupied.,0.0,0.0
4343,4343, The speaker asks the listener about the price of the rooms., The guests will pay the room fare to the speaker.,0.0,0.0
4344,4344, The speaker asks the listener about the price of the rooms., The guests will pay the room fare to the speaker.,0.0,0.0
4345,4345, The speaker has a meeting with the listener in the afternoon., The person is comfortable with the room rent of $ 40 per week.,0.0,0.0
4346,4346, The speaker told the listener that he would be ready to move in by the afternoon., The person will shift into the new room this afternoon.,0.2222222222222222,0.3333333333333333
4347,4347, The speaker told the listener that he would be ready to move in by the afternoon., The person will shift into the new room this afternoon.,0.2222222222222222,0.3333333333333333
4348,4348, The speaker is happy to help the listener., The speaker is happy about renting his room as he will be earning a decent amount as a weekly rent.,0.0,0.0
4349,4349, The listener is happy to help the speaker., The listener will feel relieved about getting such a beautiful room at such economical prices.,0.0,0.0
4350,4350, The speaker and the listener are discussing the financial report., Monica and francis are discussing a financial report.,0.0,0.0
4351,4351, The speaker and the listener will discuss the financial report with the listener., The speaker and the listener decide to work on friday on the financial reports.,0.8333333333333334,1.0
4352,4352, The listener asks the speaker about the date of the completion of the financial report., The speaker and the listener decide to work on friday on the financial reports.,0.625,0.75
4353,4353, The speaker wants to complete the financial report by the end of the week., Francis will feel sad for being unable to connect with monica for a discussion regarding the financial report.,0.0,0.0
4354,4354, The speaker is curious to meet the listener on friday., Monica wants some advice from francis regarding the financial report.,0.0,0.0
4355,4355, The listener asked the speaker if she could meet him on friday morning., Monica inquired francis whether he would be available friday morning.,0.5,0.75
4356,4356, Mrs. monica told the speaker that she would meet him on friday morning.," Francis has less work on friday, and thus he can devote some of his time working on the financial report.",0.0,0.0
4357,4357, Mrs. monica told mrs. franklin that she would meet him on friday morning.," Francis has less work on friday, and thus he can devote some of his time working on the financial report.",0.0,0.0
4358,4358, The listener asked the speaker if he would be available on friday., Monica suggested that they must find some time to study the financial report.,0.0,0.0
4359,4359, Mr. franklin told mrs. monica that he would be available on friday., Both francis and monica will meet on friday afternoon to discuss the financial report.,0.0,0.0
4360,4360, Mr. franklin told mrs. monica that he would be available on friday., Both francis and monica will meet on friday afternoon to discuss the financial report.,0.0,0.0
